Date,Ticker,stock_p_change,SP500_p_change,model,outperformance,predicted_outperformance_probability
2012-10-13 22:46:13,rsh,50.07,21.76,extra_trees,28.31,0.5549453574418701
2012-10-14 07:23:23,anf,5.51,22.25,extra_trees,-16.740000000000002,0.5896096755951011
2012-10-14 08:11:53,aeo,-35.74,22.25,extra_trees,-57.99,0.5423763876109102
2012-10-14 22:45:50,wmt,0.9,22.25,extra_trees,-21.35,0.7163939775593238
2012-10-15 09:41:26,amd,46.18,20.36,extra_trees,25.82,0.5224292377901218
2012-10-19 19:14:02,wmt,2.55,24.28,extra_trees,-21.73,0.7090311958780421
2012-10-20 15:20:52,flws,50.57,24.28,extra_trees,26.29,0.624272717466768
2012-10-21 01:32:38,goog,47.16,24.29,extra_trees,22.869999999999997,0.5346276164660714
2012-10-21 05:19:34,aapl,1.12,24.29,extra_trees,-23.169999999999998,0.75117002974545
2012-10-22 13:56:12,nflx,375.13,24.99,extra_trees,350.14,0.525004052024308
2012-10-24 01:52:29,mrk,4.56,26.92,extra_trees,-22.360000000000003,0.503438843516146
2012-10-25 02:10:24,nbr,19.34,27.13,extra_trees,-7.789999999999999,0.5218289910053422
2012-10-25 02:10:43,rdc,9.96,27.13,extra_trees,-17.169999999999998,0.5276311074804974
2012-11-01 16:37:56,znga,60.54,26.07,extra_trees,34.47,0.5043543261328441
2012-11-04 01:03:24,fslr,174.31,27.65,extra_trees,146.66,0.5521935676449238
2012-11-04 04:50:38,jci,37.37,27.65,extra_trees,9.719999999999999,0.5493306976565664
2012-11-04 04:51:47,ges,40.49,27.65,extra_trees,12.840000000000003,0.5849676228266216
2012-11-04 05:06:36,sfly,72.53,27.65,extra_trees,44.88,0.6227700538721522
2012-11-04 09:23:02,mgm,88.2,27.65,extra_trees,60.550000000000004,0.5052373752067681
2012-11-04 18:00:37,zion,33.09,27.65,extra_trees,5.440000000000005,0.5704921326427195
2012-11-05 07:45:47,rdc,11.33,26.98,extra_trees,-15.65,0.5115810408495254
2012-11-05 11:23:59,psa,21.85,26.98,extra_trees,-5.129999999999999,0.5616619533826643
2012-11-06 16:53:23,schl,-13.67,26.64,extra_trees,-40.31,0.5743411641386024
2012-11-07 15:11:00,anf,2.3,27.94,extra_trees,-25.64,0.5837372696079947
2012-11-07 17:26:33,jnpr,5.12,27.94,extra_trees,-22.82,0.5015576921931364
2012-11-10 00:28:49,znga,63.21,31.13,extra_trees,32.08,0.5113555477598682
2012-11-12 08:24:42,bac,53.02,30.78,extra_trees,22.240000000000002,0.5947759410109618
2012-11-14 06:23:04,siri,41.06,34.77,extra_trees,6.289999999999999,0.6022910392461609
2012-11-14 06:49:06,amd,82.38,34.77,extra_trees,47.60999999999999,0.5306330720750748
2012-11-14 15:54:00,nok,195.51,34.77,extra_trees,160.73999999999998,0.5677667650474
2012-11-18 16:58:05,siri,42.35,34.45,extra_trees,7.899999999999999,0.604528827754344
2012-11-18 19:25:34,amd,86.56,34.45,extra_trees,52.11,0.5271527568320928
2012-11-19 14:01:42,nok,165.31,31.49,extra_trees,133.82,0.5651928275491664
2012-11-26 12:48:12,clf,-16.69,30.9,extra_trees,-47.59,0.506522961770199
2012-11-26 16:03:03,ma,63.56,30.9,extra_trees,32.660000000000004,0.6546178397308765
2012-12-01 00:09:29,mrk,16.75,30.12,extra_trees,-13.370000000000001,0.5029969894010343
2012-12-05 05:50:21,fslr,99.67,29.23,extra_trees,70.44,0.5331513729160582
2012-12-05 09:14:20,schl,2.31,29.23,extra_trees,-26.92,0.5521714304960692
2012-12-11 03:05:36,gci,49.75,27.32,extra_trees,22.43,0.5258482165576047
2013-01-16 07:42:48,wmt,13.63,27.95,extra_trees,-14.319999999999999,0.7198337074432005
2013-01-16 10:43:29,goog,61.67,27.95,extra_trees,33.72,0.5080758531194965
2013-01-20 19:31:49,aapl,29.07,26.31,extra_trees,2.7600000000000016,0.7393476626905049
2013-01-21 13:19:18,amd,69.51,26.68,extra_trees,42.830000000000005,0.5252366138820962
2013-01-22 16:39:21,bac,51.55,26.08,extra_trees,25.47,0.609453750475688
2013-01-23 12:04:31,goog,56.45,24.85,extra_trees,31.6,0.5313774330129883
2013-01-29 18:59:06,siri,14.7,20.09,extra_trees,-5.390000000000001,0.5285278063113206
2013-01-30 10:59:32,wmt,9.8,21.84,extra_trees,-12.04,0.7291423294127582
2013-02-03 03:25:11,rdc,-10.6,17.49,extra_trees,-28.089999999999996,0.5096520422713797
2013-02-06 13:07:55,expe,0.12,19.78,extra_trees,-19.66,0.5152216346485172
2013-02-06 13:28:04,alxn,67.75,19.78,extra_trees,47.97,0.5040110915398652
2013-02-06 17:49:15,chrw,-11.08,19.78,extra_trees,-30.86,0.5560186649892688
2013-02-09 00:59:30,fslr,63.91,20.76,extra_trees,43.14999999999999,0.5214085768091741
2013-02-16 01:09:21,znga,52.19,23.42,extra_trees,28.769999999999996,0.5484000834681387
2013-03-15 01:14:22,grpn,55.1,20.36,extra_trees,34.74,0.6263111619867454
2013-03-15 01:31:09,nvda,43.83,20.36,extra_trees,23.47,0.5080189810522311
2013-03-15 02:24:36,ma,53.59,20.36,extra_trees,33.230000000000004,0.610312496388335
2013-03-17 14:31:53,bby,24.02,21.45,extra_trees,2.5700000000000003,0.5377613959337452
2013-03-17 22:38:53,dsw,19.4,21.45,extra_trees,-2.0500000000000007,0.6656903285441582
2013-03-30 07:22:01,anf,-14.31,20.78,extra_trees,-35.09,0.5084032427520906
2013-03-30 07:41:32,aeo,-32.48,20.78,extra_trees,-53.26,0.5703367074189288
2013-04-05 12:13:03,wfc,37.26,22.56,extra_trees,14.7,0.564356287570484
2013-04-06 07:44:32,x,62.12,22.56,extra_trees,39.56,0.5340624535590708
2013-04-12 01:52:51,s,32.64,16.61,extra_trees,16.03,0.5772564642704827
2013-04-22 01:02:22,rsh,31.35,22.74,extra_trees,8.610000000000003,0.556462897747237
2013-04-22 01:30:23,ea,62.73,22.74,extra_trees,39.989999999999995,0.5271538533633409
2013-04-22 01:56:15,fslr,83.54,22.74,extra_trees,60.80000000000001,0.560426177578151
2013-04-22 02:07:08,znga,41.18,22.74,extra_trees,18.44,0.5554498884573746
2013-04-22 02:10:03,rdc,-2.52,22.74,extra_trees,-25.259999999999998,0.5343483622612002
2013-04-22 02:17:30,grpn,21.11,22.74,extra_trees,-1.629999999999999,0.5979994796865401
2013-04-22 02:18:04,nbr,68.64,22.74,extra_trees,45.900000000000006,0.5016179633758788
2013-04-22 02:26:51,wmt,1.92,22.74,extra_trees,-20.82,0.6976925096831454
2013-04-22 02:41:06,etfc,122.05,22.74,extra_trees,99.31,0.5663952003392531
2013-04-22 02:41:34,hov,-10.92,22.74,extra_trees,-33.66,0.6629752450968339
2013-04-22 02:43:35,amd,74.8,22.74,extra_trees,52.06,0.5100470859836173
