name,accuracy,precision,recall,macro_f1,roc_auc,selected_stocks,avg_selected_stock_return,avg_selected_market_return,selected_outperformance,avg_selected_sharpe_proxy
extra_trees_threshold_5,0.5868917576961271,0.5550239234449761,0.2642369020501139,0.5267429459718381,0.5989605056305944,418,36.37557416267943,20.42444976076555,15.951124401913876,1.0819850007315546
extra_trees_threshold_10,0.6812313803376365,0.5595667870036101,0.22962962962962963,0.5584588191583526,0.6310580034851878,277,41.74584837545126,20.181191335740074,21.564657039711186,1.023367513983561
extra_trees_threshold_15,0.7432969215491559,0.5492227979274611,0.19776119402985073,0.5670475860207878,0.6696808161492942,193,47.03310880829015,20.22611398963731,26.806994818652843,1.0168769924231142
